Date,SPX.Shiller,SPX.ERN,Dividend,EPS.Shiller,EPS.ERN,CPI.Shiller,CPI.ERN,CAPE.Shiller,CAPE.ERN.1,CAPE.ERN.2,PE.12.trl
1904-05-31,6.5,6.5,0.333,0.513,0.513,8.087,8.087,15.526,15.526,15.535,12.663
1904-06-30,6.51,6.51,0.33,0.51,0.51,8.087,8.087,15.474,15.474,15.486,12.765
1904-07-31,6.78,6.78,0.327,0.507,0.507,8.087,8.087,16.036,16.036,16.048,13.381
1904-08-31,7.01,7.32,0.323,0.503,0.503,8.183,8.183,16.305,17.026,17.039,14.544
1904-09-30,7.32,7.32,0.32,0.5,0.5,8.278,8.278,16.743,16.743,16.752,14.64
1904-10-31,7.75,7.75,0.317,0.497,0.497,8.278,8.278,17.633,17.633,17.641,15.603
1904-11-30,8.17,8.17,0.313,0.493,0.493,8.468,8.468,18.076,18.076,18.084,16.562
1904-12-31,8.25,8.25,0.31,0.49,0.49,8.468,8.468,18.16,18.16,18.162,16.837
1905-01-31,8.43,8.43,0.312,0.505,0.505,8.468,8.468,18.46,18.46,18.459,16.693
1905-02-28,8.8,8.8,0.313,0.52,0.52,8.468,8.468,19.169,19.169,19.172,16.923
1905-03-31,9.05,9.05,0.315,0.535,0.535,8.373,8.373,19.832,19.832,19.838,16.916
1905-04-30,8.94,8.94,0.317,0.55,0.55,8.373,8.373,19.483,19.483,19.493,16.255
1905-05-31,8.5,8.5,0.318,0.565,0.565,8.278,8.278,18.629,18.629,18.638,15.044
1905-06-30,8.6,8.6,0.32,0.58,0.58,8.278,8.278,18.736,18.736,18.749,14.828
1905-07-31,8.87,8.87,0.322,0.595,0.595,8.278,8.278,19.206,19.206,19.223,14.908
1905-08-31,9.2,9.2,0.323,0.61,0.61,8.373,8.373,19.573,19.573,19.594,15.082
1905-09-30,9.23,9.23,0.325,0.625,0.625,8.278,8.278,19.743,19.743,19.764,14.768
1905-10-31,9.36,9.36,0.327,0.64,0.64,8.278,8.278,19.897,19.897,19.924,14.625
1905-11-30,9.31,9.31,0.328,0.655,0.655,8.373,8.373,19.444,19.444,19.471,14.214
1905-12-31,9.54,9.54,0.33,0.67,0.67,8.468,8.468,19.578,19.578,19.606,14.239
1906-01-31,9.87,9.87,0.336,0.678,0.678,8.468,8.468,20.132,20.132,20.164,14.568
1906-02-28,9.8,9.8,0.342,0.685,0.685,8.468,8.468,19.867,19.867,19.899,14.307
1906-03-31,9.56,9.56,0.348,0.692,0.692,8.468,8.468,19.259,19.259,19.29,13.805
1906-04-30,9.43,9.43,0.353,0.7,0.7,8.468,8.468,18.876,18.876,18.907,13.471
1906-05-31,9.18,9.18,0.359,0.708,0.708,8.563,8.563,18.054,18.054,18.083,12.975
1906-06-30,9.3,9.3,0.365,0.715,0.715,8.563,8.563,18.173,18.173,18.201,13.007
1906-07-31,9.06,9.06,0.371,0.722,0.722,8.278,8.278,18.195,18.195,18.223,12.54
1906-08-31,9.73,9.73,0.377,0.73,0.73,8.468,8.468,18.967,18.967,19.009,13.329
1906-09-30,10.03,10.03,0.382,0.738,0.738,8.563,8.563,19.201,19.201,19.24,13.6
1906-10-31,9.73,9.97,0.388,0.745,0.745,8.753,8.753,18.095,18.542,18.577,13.383
1906-11-30,9.93,9.93,0.394,0.752,0.752,8.849,8.849,18.142,18.142,18.173,13.196
1906-12-31,9.84,9.84,0.4,0.76,0.76,8.944,8.944,17.66,17.66,17.688,12.947
1907-01-31,9.56,9.56,0.403,0.752,0.752,8.849,8.849,17.219,17.219,17.245,12.718
1907-02-28,9.26,9.26,0.407,0.743,0.743,9.039,9.039,16.217,16.217,16.241,12.458
1907-03-31,8.35,8.35,0.41,0.735,0.735,8.944,8.944,14.688,14.688,14.699,11.361
1907-04-30,8.39,8.39,0.413,0.727,0.727,8.944,8.944,14.67,14.67,14.683,11.545
1907-05-31,8.1,8.1,0.417,0.718,0.718,9.134,9.134,13.79,13.79,13.8,11.277
1907-06-30,7.84,7.84,0.42,0.71,0.71,9.229,9.229,13.144,13.144,13.149,11.042
1907-07-31,8.14,8.14,0.423,0.702,0.702,9.229,9.229,13.585,13.585,13.589,11.6
1907-08-31,7.53,7.53,0.427,0.693,0.693,9.229,9.229,12.513,12.513,12.514,10.861
1907-09-30,7.45,7.45,0.43,0.685,0.685,9.229,9.229,12.329,12.329,12.329,10.876
1907-10-31,6.64,6.64,0.433,0.677,0.677,9.324,9.324,10.832,10.832,10.828,9.812
1907-11-30,6.25,6.25,0.437,0.668,0.668,8.944,8.944,10.591,10.591,10.584,9.352
1907-12-31,6.57,6.57,0.44,0.66,0.66,8.753,8.753,11.333,11.333,11.332,9.955
1908-01-31,6.85,6.85,0.437,0.653,0.653,8.658,8.658,11.903,11.903,11.904,10.485
1908-02-29,6.6,6.6,0.433,0.647,0.647,8.563,8.563,11.555,11.555,11.555,10.206
1908-03-31,6.87,6.87,0.43,0.64,0.64,8.563,8.563,11.985,11.985,11.986,10.734
1908-04-30,7.24,7.24,0.427,0.633,0.633,8.658,8.658,12.449,12.449,12.451,11.432
1908-05-31,7.63,7.63,0.423,0.627,0.627,8.658,8.658,13.078,13.078,13.079,12.175
1908-06-30,7.64,7.64,0.42,0.62,0.62,8.658,8.658,13.052,13.052,13.051,12.323
1908-07-31,7.92,7.92,0.417,0.613,0.613,8.753,8.753,13.345,13.345,13.48,12.914
1908-08-31,8.26,8.26,0.413,0.607,0.607,8.753,8.753,13.884,13.884,14.022,13.615
1908-09-30,8.17,8.17,0.41,0.6,0.6,8.753,8.753,13.701,13.701,13.836,13.617
1908-10-31,8.27,8.27,0.407,0.593,0.593,8.849,8.849,13.691,13.691,13.825,13.939
1908-11-30,8.83,8.83,0.403,0.587,0.587,8.944,8.944,14.435,14.435,14.575,15.05
1908-12-31,9.03,9.03,0.4,0.58,0.58,9.039,9.039,14.582,14.582,14.722,15.569
1909-01-31,9.06,9.06,0.403,0.595,0.595,8.944,8.944,14.764,14.764,14.901,15.227
1909-02-28,8.8,8.8,0.407,0.61,0.61,9.039,9.039,14.167,14.167,14.3,14.426
1909-03-31,8.92,8.92,0.41,0.625,0.625,9.039,9.039,14.336,14.336,14.47,14.272
1909-04-30,9.32,9.32,0.413,0.64,0.64,9.229,9.229,14.645,14.645,14.783,14.562
1909-05-31,9.63,9.63,0.417,0.655,0.655,9.324,9.324,14.954,14.954,15.092,14.702
1909-06-30,9.8,9.8,0.42,0.67,0.67,9.419,9.419,15.04,15.04,15.179,14.627
1909-07-31,9.94,9.94,0.423,0.685,0.685,9.419,9.419,15.232,15.232,15.371,14.511
1909-08-31,10.18,10.18,0.427,0.7,0.7,9.515,9.515,15.418,15.418,15.559,14.543
1909-09-30,10.19,10.19,0.43,0.715,0.715,9.61,9.61,15.254,15.254,15.393,14.252
1909-10-31,10.23,10.23,0.433,0.73,0.73,9.8,9.8,14.989,14.989,15.124,14.014
1909-11-30,10.18,10.18,0.437,0.745,0.745,9.895,9.895,14.746,14.746,14.875,13.664
1909-12-31,10.3,10.3,0.44,0.76,0.76,9.99,9.99,14.751,14.751,14.879,13.553
1910-01-31,10.08,10.08,0.442,0.758,0.758,9.895,9.895,14.548,14.548,14.674,13.307
1910-02-28,9.72,9.72,0.445,0.755,0.755,9.895,9.895,14.002,14.002,14.122,12.874
1910-03-31,9.96,9.96,0.448,0.752,0.752,10.085,10.085,14.05,14.05,14.17,13.236
1910-04-30,9.72,9.72,0.45,0.75,0.75,10.181,10.181,13.56,13.56,13.671,12.96
1910-05-31,9.56,9.56,0.452,0.748,0.748,9.99,9.99,13.569,13.569,13.677,12.789
1910-06-30,9.1,9.1,0.455,0.745,0.745,9.895,9.895,13.02,13.02,13.123,12.215
1910-07-31,8.64,8.64,0.458,0.742,0.742,9.895,9.895,12.343,12.343,12.438,11.636
1910-08-31,8.85,8.85,0.46,0.74,0.74,9.8,9.8,12.745,12.745,12.844,11.959
1910-09-30,8.91,8.91,0.462,0.738,0.738,9.705,9.705,12.937,12.937,13.037,12.081
1910-10-31,9.32,9.32,0.465,0.735,0.735,9.419,9.419,13.919,13.919,14.028,12.68
1910-11-30,9.31,9.31,0.468,0.732,0.732,9.229,9.229,14.165,14.165,14.278,12.71
1910-12-31,9.05,9.05,0.47,0.73,0.73,9.229,9.229,13.741,13.741,13.852,12.397
1911-01-31,9.27,9.27,0.47,0.718,0.718,9.229,9.229,14.049,14.049,14.163,12.905
1911-02-28,9.43,9.43,0.47,0.707,0.707,8.944,8.944,14.721,14.721,14.839,13.344
1911-03-31,9.32,9.32,0.47,0.695,0.695,9.039,9.039,14.371,14.371,14.487,13.41
1911-04-30,9.28,9.28,0.47,0.683,0.683,8.753,8.753,14.753,14.753,14.868,13.581
1911-05-31,9.48,9.48,0.47,0.672,0.672,8.753,8.753,15.048,15.048,15.168,14.113
1911-06-30,9.67,9.67,0.47,0.66,0.66,8.753,8.753,15.328,15.328,15.449,14.652
1911-07-31,9.63,9.63,0.47,0.648,0.648,8.849,8.849,15.083,15.083,15.199,14.854
1911-08-31,9.17,9.17,0.47,0.637,0.637,9.134,9.134,13.9,13.9,14.002,14.402
1911-09-30,8.67,8.67,0.47,0.625,0.625,9.229,9.229,12.998,12.998,13.088,13.872
1911-10-31,8.72,8.72,0.47,0.613,0.613,9.229,9.229,13.066,13.066,13.154,14.218
1911-11-30,9.07,9.07,0.47,0.602,0.602,9.134,9.134,13.728,13.728,13.819,15.074
1911-12-31,9.11,9.11,0.47,0.59,0.59,9.039,9.039,13.929,13.929,14.021,15.441
1912-01-31,9.12,9.12,0.471,0.599,0.599,9.134,9.134,13.795,13.795,13.882,15.22
1912-02-29,9.04,9.04,0.472,0.608,0.608,9.229,9.229,13.532,13.532,13.615,14.861
1912-03-31,9.3,9.3,0.472,0.618,0.618,9.419,9.419,13.64,13.64,13.723,15.061
1912-04-30,9.59,9.59,0.473,0.627,0.627,9.705,9.705,13.654,13.654,13.736,15.302
1912-05-31,9.58,9.56,0.474,0.636,0.636,9.705,9.705,13.646,13.617,13.694,15.036
1912-06-30,9.58,9.58,0.475,0.645,0.645,9.61,9.61,13.785,13.785,13.863,14.853
1912-07-31,9.59,9.59,0.476,0.654,0.654,9.61,9.61,13.803,13.803,13.881,14.659
1912-08-31,9.81,9.81,0.477,0.663,0.663,9.705,9.705,13.985,13.985,14.064,14.79
1912-09-30,9.86,9.86,0.478,0.672,0.672,9.8,9.8,13.926,13.926,14.003,14.662
1912-10-31,9.84,9.84,0.478,0.682,0.682,9.8,9.8,13.905,13.905,13.98,14.435
1912-11-30,9.73,9.73,0.479,0.691,0.691,9.8,9.8,13.75,13.75,13.823,14.085
1912-12-31,9.38,9.38,0.48,0.7,0.7,9.705,9.705,13.389,13.389,13.459,13.4
1913-01-31,9.3,9.3,0.48,0.694,0.694,9.8,9.8,13.148,13.148,13.218,13.397
1913-02-28,8.97,8.97,0.48,0.688,0.688,9.8,9.8,12.683,12.683,12.747,13.032
1913-03-31,8.8,8.8,0.48,0.682,0.682,9.8,9.8,12.443,12.443,12.505,12.894
1913-04-30,8.79,8.79,0.48,0.677,0.677,9.8,9.8,12.433,12.433,12.493,12.99
1913-05-31,8.55,8.55,0.48,0.671,0.671,9.7,9.7,12.221,12.221,12.278,12.746
1913-06-30,8.12,8.12,0.48,0.665,0.665,9.8,9.8,11.492,11.492,11.544,12.211
1913-07-31,8.23,8.23,0.48,0.659,0.659,9.9,9.9,11.534,11.534,11.584,12.485
1913-08-31,8.45,8.45,0.48,0.653,0.653,9.9,9.9,11.847,11.847,11.897,12.934
1913-09-30,8.53,8.53,0.48,0.648,0.648,10.0,10.0,11.843,11.843,11.893,13.174
1913-10-31,8.26,8.26,0.48,0.642,0.642,10.0,10.0,11.471,11.471,11.517,12.872
1913-11-30,8.05,8.05,0.48,0.636,0.636,10.1,10.1,11.073,11.073,11.114,12.661
1913-12-31,8.04,8.04,0.48,0.63,0.63,10.0,10.0,11.174,11.174,11.214,12.762
1914-01-31,8.37,8.37,0.475,0.621,0.621,10.0,10.0,11.636,11.636,11.678,13.483
1914-02-28,8.48,8.48,0.47,0.612,0.612,9.9,9.9,11.91,11.91,11.952,13.863
1914-03-31,8.32,8.32,0.465,0.602,0.602,9.9,9.9,11.686,11.686,11.725,13.809
1914-04-30,8.12,8.12,0.46,0.593,0.593,9.8,9.8,11.523,11.523,11.56,13.686
1914-05-31,8.17,8.17,0.455,0.584,0.584,9.9,9.9,11.479,11.479,11.515,13.985
1914-06-30,8.13,8.13,0.45,0.575,0.575,9.9,9.9,11.429,11.429,11.462,14.139
1914-07-31,7.68,7.68,0.445,0.566,0.566,10.0,10.0,10.694,10.694,10.723,13.574
1914-08-31,7.68,7.01,0.44,0.557,0.557,10.2,10.2,10.492,9.577,9.599,12.592
1914-09-30,7.68,7.01,0.435,0.548,0.548,10.2,10.2,10.5,9.584,9.605,12.804
1914-10-31,7.68,6.628,0.43,0.538,0.538,10.1,10.1,10.613,9.159,9.176,12.313
1914-11-30,7.68,6.883,0.425,0.529,0.529,10.2,10.2,10.517,9.426,9.443,13.006
1914-12-31,7.35,7.35,0.42,0.52,0.52,10.1,10.1,10.172,10.172,10.19,14.135
1915-01-31,7.48,7.48,0.421,0.55,0.55,10.1,10.1,10.36,10.36,10.374,13.6
1915-02-28,7.38,7.38,0.422,0.58,0.58,10.0,10.0,10.33,10.33,10.343,12.724
1915-03-31,7.57,7.57,0.422,0.61,0.61,9.9,9.9,10.707,10.707,10.721,12.41
1915-04-30,8.14,8.14,0.423,0.64,0.64,10.0,10.0,11.401,11.401,11.418,12.719
1915-05-31,7.95,7.95,0.424,0.67,0.67,10.1,10.1,11.027,11.027,11.042,11.866
1915-06-30,8.04,8.04,0.425,0.7,0.7,10.1,10.1,11.154,11.154,11.169,11.486
1915-07-31,8.01,8.01,0.426,0.73,0.73,10.1,10.1,11.114,11.114,11.241,10.973
1915-08-31,8.35,8.35,0.427,0.76,0.76,10.1,10.1,11.585,11.585,11.719,10.987
1915-09-30,8.66,8.66,0.428,0.79,0.79,10.1,10.1,12.012,12.012,12.152,10.962
1915-10-31,9.14,9.14,0.428,0.82,0.82,10.2,10.2,12.549,12.549,12.698,11.146
1915-11-30,9.46,9.46,0.429,0.85,0.85,10.3,10.3,12.858,12.858,13.01,11.129
1915-12-31,9.48,9.48,0.43,0.88,0.88,10.3,10.3,12.878,12.878,13.03,10.773
1916-01-31,9.33,9.33,0.441,0.934,0.934,10.4,10.4,12.544,12.544,12.689,9.987
1916-02-29,9.2,9.2,0.452,0.988,0.988,10.4,10.4,12.355,12.355,12.497,9.309
1916-03-31,9.17,9.17,0.462,1.042,1.042,10.5,10.5,12.177,12.177,12.318,8.8
1916-04-30,9.07,9.07,0.473,1.097,1.097,10.6,10.6,11.906,11.906,12.042,8.268
1916-05-31,9.27,9.27,0.484,1.151,1.151,10.7,10.7,12.026,12.026,12.163,8.054
1916-06-30,9.36,9.36,0.495,1.205,1.205,10.8,10.8,11.996,11.996,12.132,7.768
1916-07-31,9.23,9.23,0.506,1.259,1.259,10.8,10.8,11.791,11.791,12.429,7.331
1916-08-31,9.3,9.3,0.517,1.313,1.313,10.9,10.9,11.732,11.732,12.367,7.083
1916-09-30,9.68,9.68,0.528,1.368,1.368,11.1,11.1,11.945,11.945,12.592,7.076
1916-10-31,9.98,9.98,0.538,1.422,1.422,11.3,11.3,12.046,12.046,12.698,7.018
1916-11-30,10.21,10.21,0.549,1.476,1.476,11.5,11.5,12.053,12.053,12.704,6.917
1916-12-31,9.8,9.8,0.56,1.53,1.53,11.6,11.6,11.414,11.414,12.022,6.405
1917-01-31,9.57,9.56,0.571,1.509,1.509,11.7,11.7,10.992,10.981,11.569,6.335
1917-02-28,9.03,9.03,0.582,1.488,1.488,12.0,12.0,10.063,10.063,10.594,6.069
1917-03-31,9.31,9.31,0.592,1.468,1.468,12.0,12.0,10.327,10.327,10.863,6.342
1917-04-30,9.17,9.17,0.603,1.447,1.447,12.6,12.6,9.645,9.645,10.136,6.337
1917-05-31,8.86,8.86,0.614,1.426,1.426,12.8,12.8,9.139,9.139,9.59,6.213
1917-06-30,9.04,9.04,0.625,1.405,1.405,13.0,13.0,9.148,9.148,9.593,6.434
1917-07-31,8.79,8.79,0.636,1.384,1.384,12.8,12.8,9.003,9.003,10.075,6.351
1917-08-31,8.53,8.53,0.647,1.363,1.363,13.0,13.0,8.573,8.573,9.587,6.258
1917-09-30,8.12,8.12,0.658,1.343,1.343,13.3,13.3,7.951,7.951,8.882,6.046
1917-10-31,7.68,7.68,0.668,1.322,1.322,13.5,13.5,7.387,7.387,8.243,5.809
1917-11-30,7.04,7.04,0.679,1.301,1.301,13.5,13.5,6.753,6.753,7.526,5.411
1917-12-31,6.8,6.8,0.69,1.28,1.28,13.7,13.7,6.413,6.413,7.142,5.312
1918-01-31,7.21,7.4,0.68,1.256,1.256,14.0,14.0,6.641,6.816,7.589,5.892
1918-02-28,7.43,7.376,0.67,1.232,1.232,14.1,14.1,6.784,6.735,7.494,5.987
1918-03-31,7.28,7.212,0.66,1.208,1.208,14.0,14.0,6.686,6.624,7.359,5.97
1918-04-30,7.21,7.235,0.65,1.183,1.183,14.2,14.2,6.521,6.544,7.261,6.116
1918-05-31,7.44,7.4,0.64,1.159,1.159,14.5,14.5,6.582,6.547,7.256,6.385
1918-06-30,7.45,7.518,0.63,1.135,1.135,14.7,14.7,6.496,6.555,7.256,6.623
1918-07-31,7.51,7.494,0.62,1.111,1.111,15.1,15.1,6.371,6.358,6.872,6.745
1918-08-31,7.58,7.671,0.61,1.087,1.087,15.4,15.4,6.303,6.378,6.886,7.057
1918-09-30,7.54,7.647,0.6,1.063,1.063,15.7,15.7,6.149,6.237,6.725,7.194
1918-10-31,7.86,8.153,0.59,1.038,1.038,16.0,16.0,6.291,6.525,7.03,7.854
1918-11-30,8.06,7.929,0.58,1.014,1.014,16.3,16.3,6.333,6.231,6.705,7.82
1918-12-31,7.9,7.918,0.57,0.99,0.99,16.5,16.5,6.135,6.148,6.609,7.998
1919-01-31,7.85,7.8,0.567,0.985,0.985,16.5,16.5,6.098,6.06,6.506,7.919
1919-02-28,7.88,7.976,0.563,0.98,0.98,16.2,16.2,6.24,6.316,6.777,8.139
1919-03-31,8.12,8.235,0.56,0.975,0.975,16.4,16.4,6.356,6.446,6.914,8.446
1919-04-30,8.39,8.518,0.557,0.97,0.97,16.7,16.7,6.456,6.554,7.026,8.781
1919-05-31,8.97,9.212,0.553,0.965,0.965,16.9,16.9,6.829,7.013,7.514,9.546
1919-06-30,9.21,9.341,0.55,0.96,0.96,16.9,16.9,7.022,7.122,7.625,9.73
1919-07-31,9.51,9.118,0.547,0.955,0.955,17.4,17.4,7.053,6.762,7.235,9.547
1919-08-31,8.87,9.094,0.543,0.95,0.95,17.7,17.7,6.479,6.643,7.102,9.573
1919-09-30,9.01,9.259,0.54,0.945,0.945,17.8,17.8,6.558,6.74,7.2,9.798
1919-10-31,9.47,9.682,0.537,0.94,0.94,18.1,18.1,6.795,6.947,7.418,10.3
1919-11-30,9.19,8.859,0.533,0.935,0.935,18.5,18.5,6.467,6.234,6.65,9.475
1919-12-31,8.92,9.024,0.53,0.93,0.93,18.9,18.9,6.161,6.232,6.644,9.703
1920-01-31,8.83,8.294,0.528,0.919,0.919,19.3,19.3,5.99,5.626,5.992,9.023
1920-02-29,8.1,8.129,0.527,0.908,0.908,19.5,19.5,5.455,5.475,5.826,8.95
1920-03-31,8.67,8.918,0.525,0.898,0.898,19.7,19.7,5.799,5.964,6.345,9.936
1920-04-30,8.6,8.306,0.523,0.887,0.887,20.3,20.3,5.6,5.408,5.749,9.367
1920-05-31,8.06,7.976,0.522,0.876,0.876,20.6,20.6,5.189,5.135,5.454,9.108
1920-06-30,7.92,7.871,0.52,0.865,0.865,20.9,20.9,5.044,5.012,5.32,9.099
1920-07-31,7.91,7.647,0.518,0.854,0.854,20.8,20.8,5.081,4.912,5.21,8.952
1920-08-31,7.6,7.788,0.517,0.843,0.843,20.3,20.3,5.021,5.145,5.455,9.235
1920-09-30,7.87,7.918,0.515,0.832,0.832,20.0,20.0,5.297,5.329,5.648,9.511
1920-10-31,7.88,7.929,0.513,0.822,0.822,19.9,19.9,5.351,5.385,5.705,9.65
1920-11-30,7.48,7.165,0.512,0.811,0.811,19.8,19.8,5.126,4.91,5.198,8.837
1920-12-31,6.81,6.965,0.51,0.8,0.8,19.4,19.4,4.784,4.893,5.176,8.706
1921-01-31,7.11,7.024,0.506,0.758,0.758,19.0,19.0,5.122,5.06,5.352,9.272
1921-02-28,7.06,6.941,0.502,0.715,0.715,18.4,18.4,5.275,5.186,5.484,9.708
1921-03-31,6.88,6.871,0.498,0.672,0.672,18.3,18.3,5.192,5.185,5.482,10.217
1921-04-30,6.91,7.2,0.493,0.63,0.63,18.1,18.1,5.297,5.519,5.834,11.429
1921-05-31,7.12,6.929,0.489,0.588,0.588,17.7,17.7,5.609,5.459,5.768,11.795
1921-06-30,6.55,6.565,0.485,0.545,0.545,17.6,17.6,5.216,5.228,5.521,12.045
1921-07-31,6.53,6.647,0.481,0.502,0.502,17.7,17.7,5.198,5.291,5.746,13.228
1921-08-31,6.45,6.435,0.477,0.46,0.46,17.7,17.7,5.161,5.15,5.591,13.99
1921-09-30,6.61,6.671,0.472,0.418,0.418,17.5,17.5,5.378,5.427,5.89,15.977
1921-10-31,6.7,6.847,0.468,0.375,0.375,17.5,17.5,5.479,5.6,6.075,18.259
1921-11-30,7.06,7.2,0.464,0.332,0.332,17.4,17.4,5.838,5.954,6.458,21.654
1921-12-31,7.31,7.2,0.46,0.29,0.29,17.3,17.3,6.114,6.022,6.53,24.828
1922-01-31,7.3,7.271,0.464,0.323,0.323,16.9,16.9,6.287,6.262,6.782,22.489
1922-02-28,7.46,7.624,0.468,0.357,0.357,16.9,16.9,6.461,6.603,7.148,21.372
1922-03-31,7.74,8.059,0.472,0.39,0.39,16.7,16.7,6.821,7.102,7.683,20.664
1922-04-30,8.21,8.482,0.477,0.423,0.423,16.7,16.7,7.273,7.514,8.125,20.039
1922-05-31,8.53,8.718,0.481,0.457,0.457,16.7,16.7,7.593,7.76,8.385,19.088
1922-06-30,8.45,8.424,0.485,0.49,0.49,16.7,16.7,7.558,7.534,8.136,17.191
1922-07-31,8.51,8.612,0.489,0.523,0.523,16.8,16.8,7.602,7.693,8.302,16.457
1922-08-31,8.83,9.047,0.493,0.557,0.557,16.6,16.6,8.02,8.217,8.861,16.251
1922-09-30,9.06,9.224,0.498,0.59,0.59,16.6,16.6,8.265,8.414,9.068,15.633
1922-10-31,9.26,8.859,0.502,0.623,0.623,16.7,16.7,8.432,8.067,8.687,14.213
1922-11-30,8.8,8.729,0.506,0.657,0.657,16.8,16.8,7.998,7.934,8.537,13.293
1922-12-31,8.78,9.024,0.51,0.69,0.69,16.9,16.9,7.965,8.186,8.801,13.078
1923-01-31,8.9,8.859,0.512,0.714,0.714,16.8,16.8,8.154,8.116,8.719,12.404
1923-02-28,9.28,9.435,0.513,0.738,0.738,16.8,16.8,8.533,8.676,9.314,12.78
1923-03-31,9.43,9.165,0.515,0.762,0.762,16.8,16.8,8.701,8.456,9.069,12.019
1923-04-30,9.1,8.788,0.517,0.787,0.787,16.9,16.9,8.373,8.086,8.664,11.171
1923-05-31,8.67,8.635,0.518,0.811,0.811,16.9,16.9,8.0,7.968,8.53,10.65
1923-06-30,8.34,7.906,0.52,0.835,0.835,17.0,17.0,7.672,7.273,7.775,9.468
1923-07-31,8.06,7.941,0.522,0.859,0.859,17.2,17.2,7.346,7.238,7.731,9.243
1923-08-31,8.1,8.282,0.523,0.883,0.883,17.1,17.1,7.442,7.609,8.12,9.377
1923-09-30,8.15,8.177,0.525,0.908,0.908,17.2,17.2,7.458,7.482,7.977,9.01
1923-10-31,8.03,8.024,0.527,0.932,0.932,17.3,17.3,7.317,7.311,7.787,8.612
1923-11-30,8.27,8.412,0.528,0.956,0.956,17.3,17.3,7.546,7.676,8.168,8.801
1923-12-31,8.55,8.718,0.53,0.98,0.98,17.3,17.3,7.81,7.963,8.467,8.896
1924-01-31,8.83,9.047,0.532,0.976,0.976,17.3,17.3,8.072,8.271,8.789,9.271
1924-02-29,8.87,8.729,0.533,0.972,0.972,17.2,17.2,8.162,8.033,8.527,8.984
1924-03-31,8.7,8.553,0.535,0.968,0.968,17.1,17.1,8.058,7.922,8.401,8.84
1924-04-30,8.5,8.541,0.537,0.963,0.963,17.0,17.0,7.924,7.962,8.437,8.867
1924-05-31,8.47,8.459,0.538,0.959,0.959,17.0,17.0,7.9,7.889,8.352,8.819
1924-06-30,8.63,8.835,0.54,0.955,0.955,17.0,17.0,8.052,8.243,8.72,9.252
1924-07-31,9.03,9.306,0.542,0.951,0.951,17.1,17.1,8.378,8.634,9.179,9.787
1924-08-31,9.34,9.353,0.543,0.947,0.947,17.0,17.0,8.717,8.729,9.273,9.879
1924-09-30,9.25,9.282,0.545,0.942,0.942,17.1,17.1,8.582,8.612,9.14,9.849
1924-10-31,9.13,9.318,0.547,0.938,0.938,17.2,17.2,8.419,8.592,9.111,9.93
1924-11-30,9.64,9.953,0.548,0.934,0.934,17.2,17.2,8.888,9.177,9.725,10.654
1924-12-31,10.16,10.435,0.55,0.93,0.93,17.3,17.3,9.311,9.563,10.127,11.221
1925-01-31,10.58,10.753,0.554,0.957,0.957,17.3,17.3,9.693,9.851,10.421,11.24
1925-02-28,10.67,10.788,0.558,0.983,0.983,17.2,17.2,9.831,9.94,10.506,10.971
1925-03-31,10.39,10.294,0.562,1.01,1.01,17.3,17.3,9.519,9.431,9.958,10.192
1925-04-30,10.28,10.459,0.567,1.037,1.037,17.2,17.2,9.477,9.641,10.171,10.086
1925-05-31,10.61,10.788,0.571,1.063,1.063,17.3,17.3,9.729,9.892,10.427,10.149
1925-06-30,10.8,10.965,0.575,1.09,1.09,17.5,17.5,9.796,9.946,10.472,10.059
1925-07-31,11.1,11.141,0.579,1.117,1.117,17.7,17.7,9.964,10.001,10.579,9.974
1925-08-31,11.25,11.259,0.583,1.143,1.143,17.7,17.7,10.111,10.119,10.692,9.85
1925-09-30,11.51,11.694,0.588,1.17,1.17,17.7,17.7,10.359,10.525,11.11,9.995
1925-10-31,11.89,12.4,0.592,1.197,1.197,17.7,17.7,10.718,11.178,11.789,10.359
1925-11-30,12.26,12.176,0.596,1.223,1.223,18.0,18.0,10.886,10.812,11.388,9.956
1925-12-31,12.46,12.76,0.6,1.25,1.25,17.9,17.9,11.147,11.416,12.01,10.208
1926-01-31,12.65,12.87,0.608,1.249,1.249,17.9,17.9,11.341,11.538,12.127,10.304
1926-02-28,12.67,11.99,0.615,1.248,1.248,17.9,17.9,11.389,10.778,11.311,9.607
1926-03-31,11.81,11.37,0.622,1.248,1.248,17.8,17.8,10.712,10.313,10.806,9.111
1926-04-30,11.48,11.72,0.63,1.247,1.247,17.9,17.9,10.396,10.613,11.107,9.399
1926-05-31,11.56,11.86,0.638,1.246,1.246,17.8,17.8,10.575,10.85,11.338,9.518
1926-06-30,12.11,12.54,0.645,1.245,1.245,17.7,17.7,11.198,11.596,12.103,10.072
1926-07-31,12.62,12.55,0.652,1.244,1.244,17.5,17.5,11.87,11.804,12.302,10.088
1926-08-31,13.12,13.37,0.66,1.243,1.243,17.4,17.4,12.489,12.727,13.247,10.756
1926-09-30,13.32,13.52,0.668,1.242,1.242,17.5,17.5,12.693,12.883,13.388,10.886
1926-10-31,13.02,13.13,0.675,1.242,1.242,17.6,17.6,12.427,12.532,12.998,10.572
1926-11-30,13.19,13.35,0.682,1.241,1.241,17.7,17.7,12.615,12.768,13.22,10.757
1926-12-31,13.49,13.49,0.69,1.24,1.24,17.7,17.7,13.009,13.009,13.444,10.879
